epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,21896.8,0.97271,0.9462,1.11248,0.50746,0.64399,0.5316,0.46535,0.58226,0.62408,0.83704,0.00010253,0.00010253,0.00010253
74,22190.7,0.93606,0.92896,1.09282,0.50765,0.63042,0.53209,0.46231,0.59295,0.64732,0.83869,9.89961e-05,9.89961e-05,9.89961e-05
75,22485.8,0.92412,0.9224,1.07895,0.51007,0.63534,0.53002,0.45803,0.61336,0.6782,0.84208,9.54618e-05,9.54618e-05,9.54618e-05
76,22781.1,0.93695,0.93316,1.07689,0.50379,0.65326,0.52993,0.46025,0.60278,0.65994,0.84128,9.19275e-05,9.19275e-05,9.19275e-05
77,23078.3,0.89217,0.90332,1.06632,0.49691,0.645,0.53252,0.46294,0.59315,0.63936,0.83947,8.83932e-05,8.83932e-05,8.83932e-05
78,23367,0.92547,0.91653,1.09338,0.49831,0.65634,0.53463,0.46386,0.59985,0.61816,0.83969,8.48589e-05,8.48589e-05,8.48589e-05
79,23657.6,0.90199,0.90172,1.0763,0.49815,0.65423,0.53353,0.45919,0.62272,0.61733,0.84255,8.13246e-05,8.13246e-05,8.13246e-05
80,23940.8,0.97231,0.96841,1.12611,0.50044,0.68457,0.53259,0.45468,0.6421,0.62314,0.84433,7.77903e-05,7.77903e-05,7.77903e-05
81,24228.3,0.91879,0.89161,1.07845,0.49678,0.69132,0.53215,0.45493,0.6378,0.62398,0.8435,7.4256e-05,7.4256e-05,7.4256e-05
82,24524.6,0.92005,0.91769,1.09179,0.49607,0.66469,0.53355,0.46025,0.60919,0.61176,0.83955,7.07217e-05,7.07217e-05,7.07217e-05
83,24812.9,0.9626,0.95822,1.11335,0.50432,0.66716,0.53175,0.45987,0.59939,0.60362,0.83838,6.71874e-05,6.71874e-05,6.71874e-05
84,25104.2,0.92006,0.91349,1.0837,0.51309,0.67728,0.53127,0.45788,0.61011,0.60622,0.84004,6.36531e-05,6.36531e-05,6.36531e-05
85,25406.5,0.91702,0.89628,1.09031,0.51533,0.67793,0.53066,0.45666,0.61354,0.6068,0.84055,6.01188e-05,6.01188e-05,6.01188e-05
86,25693.5,0.9395,0.90628,1.09955,0.51681,0.66472,0.53105,0.45685,0.61622,0.60647,0.84081,5.65845e-05,5.65845e-05,5.65845e-05
87,25990.4,0.89627,0.88161,1.07172,0.50814,0.68015,0.53122,0.45725,0.6098,0.60631,0.84088,5.30502e-05,5.30502e-05,5.30502e-05
88,26281.9,0.89145,0.88657,1.08244,0.50405,0.69765,0.53065,0.45776,0.60248,0.60551,0.84024,4.95159e-05,4.95159e-05,4.95159e-05
89,26580.2,0.96237,0.94137,1.11917,0.50698,0.69728,0.53195,0.4589,0.60157,0.60461,0.84057,4.59816e-05,4.59816e-05,4.59816e-05
90,26878.7,0.87802,0.88979,1.07576,0.50837,0.69955,0.53222,0.45919,0.60231,0.60206,0.84105,4.24473e-05,4.24473e-05,4.24473e-05
91,27174.2,0.88675,0.87662,1.07423,0.50426,0.69046,0.53164,0.4581,0.60389,0.59954,0.84142,3.8913e-05,3.8913e-05,3.8913e-05
92,27450.4,0.90619,0.88919,1.07981,0.50653,0.66902,0.53092,0.45869,0.60019,0.59962,0.8411,3.53787e-05,3.53787e-05,3.53787e-05
93,27748.5,0.8906,0.86732,1.0799,0.50372,0.66753,0.53071,0.45939,0.59715,0.60009,0.84085,3.18444e-05,3.18444e-05,3.18444e-05
